NumerKartyCzlonkowskiej,ZajeciaID,DataZapisu,StatusZapisu,Obecny
MCALLA1105,13,2022-05-20,Aktywny,1
MCBRKA5404,26,2024-12-18,Aktywny,1
MCALLA1105,25,2023-11-04,Aktywny,1
MCJAZY3673,23,2023-06-04,Aktywny,1
MCBLRZ8949,7,2025-04-05,Aktywny,1
MCGUCI8016,3,2023-10-05,Aktywny,1
MCJAZY3673,26,2024-11-28,Aktywny,1
MCANLA5669,2,2022-12-17,Aktywny,1
MCJAKA1388,19,2024-11-09,Aktywny,1
MCNEKL6541,25,2023-10-25,Aktywny,1
MCGRSI9448,23,2023-05-15,Aktywny,1
MCANLA5669,18,2024-10-01,Aktywny,1
MCJAKA1388,8,2023-12-04,Aktywny,1
MCJAWI6047,13,2022-05-21,Aktywny,1
MCFACI1666,20,2023-11-25,Aktywny,1
MCROJE5622,17,2025-01-15,Aktywny,1
MCPIJE3941,4,2025-09-30,Aktywny,1
MCRASL1048,12,2024-03-03,Aktywny,1
MCIGSE1803,27,2025-01-28,Aktywny,1
MCJAWI6047,7,2025-04-03,Aktywny,1
MCKRZI7540,2,2022-12-18,Aktywny,1
MCNEKL6541,8,2023-11-29,Aktywny,1
MCJAWI6047,19,2024-10-28,Aktywny,1
MCJAWI6047,2,2022-12-18,Aktywny,1
MCKRZI7540,14,2022-01-01,Aktywny,1
MCIGSE1803,24,2023-07-02,Aktywny,1
MCNEKL6541,12,2024-02-21,Aktywny,1
MCANNI3375,18,2024-10-10,Aktywny,0
MCANNI3375,13,2022-05-14,Aktywny,1
MCANNI3375,20,2023-12-13,Aktywny,1
MCJAWI6047,25,2023-10-27,Aktywny,1
MCKOCI4625,15,2022-03-27,Aktywny,1
MCBRKA5404,22,2023-09-24,Aktywny,1
MCWIMA4429,28,2024-11-10,Aktywny,1
MCKOMU7109,26,2024-11-24,Aktywny,1
MCDAST9829,17,2025-01-25,Aktywny,1
MCNEKL6541,18,2024-10-07,Aktywny,1
MCGUCI8016,8,2023-11-26,Aktywny,1
MCJUDE5742,13,2022-04-27,Aktywny,1
MCKRZI7540,26,2024-12-05,Aktywny,1
MCIGSE1803,2,2022-12-19,Aktywny,1
MCGAWY9572,23,2023-05-23,Aktywny,1
MCWIMA4429,5,2025-04-23,Aktywny,1
MCALLA1105,19,2024-10-24,Aktywny,1
MCDAST9829,15,2022-04-03,Aktywny,1
MCROJE5622,24,2023-07-03,Aktywny,0
MCGRSI9448,4,2025-09-26,Aktywny,1
MCDAST9829,16,2023-09-06,Aktywny,1
MCBLRZ8949,13,2022-04-23,Aktywny,1
MCANLA5669,4,2025-10-15,Aktywny,1
MCBRKA5404,13,2022-04-26,Aktywny,1
MCGUCI8016,4,2025-10-13,Aktywny,1
MCKRZI7540,9,2025-04-26,Anulowany,0
MCANLA5669,30,2025-09-26,Aktywny,1
MCANLA5669,29,2022-01-01,Aktywny,1
MCJAZY3673,7,2025-04-10,Aktywny,1
MCJABU7888,15,2022-03-31,Aktywny,1
MCGAWY9572,15,2022-03-16,Aktywny,0
MCEWNO6755,9,2025-05-16,Aktywny,1
MCALLA1105,7,2025-03-23,Aktywny,1
MCJAZY3673,29,2022-01-02,Aktywny,1
MCWIMA4429,15,2022-03-23,Aktywny,1
MCADNI1442,1,2022-09-11,Aktywny,1
MCNEKL6541,27,2025-02-10,Aktywny,1
MCGUCI8016,16,2023-09-18,Aktywny,1
MCANLA5669,25,2023-11-21,Aktywny,1
MCBRKA5404,2,2022-12-08,Aktywny,1
MCEWNO6755,22,2023-09-24,Aktywny,1
MCDAST9829,12,2024-02-19,Aktywny,1
MCJAKA1388,24,2023-06-24,Aktywny,1
MCROPE9078,15,2022-03-28,Aktywny,1
MCGRSI9448,3,2023-09-23,Aktywny,1
MCRASZ2555,27,2025-02-02,Aktywny,1
MCROJE5622,25,2023-11-18,Aktywny,1
MCJUDE5742,17,2025-01-18,Aktywny,1
MCEWNO6755,3,2023-09-25,Aktywny,1
MCJUDE5742,29,2022-01-01,Aktywny,1
MCJAZY3673,16,2023-08-30,Aktywny,1
MCROPE9078,26,2024-12-11,Aktywny,1
MCBLRZ8949,24,2023-07-20,Aktywny,1
MCEWNO6755,17,2025-01-09,Aktywny,1
MCRASZ2555,18,2024-10-02,Aktywny,1
MCKRZI7540,11,2022-09-02,Aktywny,0
MCJAWI6047,23,2023-05-10,Aktywny,1
MCOLPI9238,15,2022-03-11,Aktywny,1
MCADNI1442,30,2025-10-08,Aktywny,1
MCWIMA4429,6,2024-08-30,Aktywny,1
MCIGSE1803,18,2024-09-11,Aktywny,1
MCBRKA5404,8,2023-11-27,Aktywny,1
MCROJE5622,23,2023-05-14,Aktywny,1
MCANLA5669,13,2022-05-20,Aktywny,1
MCOLPI9238,12,2024-02-04,Aktywny,1
MCJABU7888,20,2023-12-04,Aktywny,1
MCRASZ2555,13,2022-05-06,Aktywny,1
MCOLPI9238,2,2022-11-30,Aktywny,1
MCROJE5622,15,2022-03-28,Aktywny,1
MCROPE9078,18,2024-09-12,Aktywny,1
MCNEKL6541,16,2023-09-17,Aktywny,1
MCADNI1442,18,2024-09-30,Aktywny,1
MCJAWI6047,5,2025-04-18,Aktywny,1
MCBLRZ8949,15,2022-03-07,Aktywny,1
MCBRKA5404,10,2023-08-29,Aktywny,1
MCRASL1048,1,2022-09-16,Aktywny,1
MCKRZI7540,30,2025-10-11,Aktywny,1
MCOLPI9238,27,2025-02-04,Aktywny,1
MCGAWY9572,19,2024-10-24,Aktywny,1
MCEWNO6755,19,2024-11-09,Aktywny,1
MCFACI1666,18,2024-09-16,Aktywny,1
MCGAWY9572,16,2023-09-06,Aktywny,1
MCGUCI8016,11,2022-09-01,Aktywny,1
MCJUDE5742,2,2022-12-04,Aktywny,1
MCADNI1442,12,2024-02-25,Aktywny,1
MCANLA5669,15,2022-03-19,Anulowany,0
MCOLPI9238,1,2022-10-09,Aktywny,1
MCGUCI8016,22,2023-09-14,Aktywny,1
MCKOCI4625,28,2024-11-04,Aktywny,1
MCJAZY3673,12,2024-02-11,Aktywny,1
MCANNI3375,5,2025-04-14,Aktywny,1
MCGRSI9448,22,2023-09-27,Aktywny,1
MCKOCI4625,21,2022-03-24,Aktywny,1
MCGRSI9448,29,2022-01-01,Aktywny,1
MCWIMA4429,26,2024-12-15,Aktywny,1
MCALLA1105,30,2025-10-07,Aktywny,1
MCJAKA1388,6,2024-08-20,Aktywny,0
MCGRSI9448,24,2023-07-13,Aktywny,1
MCJAKA1388,27,2025-02-04,Aktywny,1
MCTYFE6613,4,2025-10-16,Aktywny,1
MCRASZ2555,3,2023-09-19,Aktywny,1
MCALLA1105,12,2024-03-01,Aktywny,1
MCBRKA5404,5,2025-04-22,Aktywny,1
MCROPE9078,9,2025-04-27,Aktywny,1
MCDAST9829,11,2022-08-21,Aktywny,1
MCALLA1105,21,2022-03-13,Aktywny,1
MCGUCI8016,18,2024-09-30,Aktywny,1
MCROPE9078,16,2023-09-01,Aktywny,1
MCROPE9078,12,2024-02-20,Aktywny,1
MCFACI1666,26,2024-12-03,Aktywny,1
MCIGSE1803,12,2024-02-04,Aktywny,1
MCKRZI7540,24,2023-07-06,Aktywny,1
MCDAST9829,24,2023-07-07,Aktywny,1
MCOLPI9238,16,2023-09-16,Aktywny,1
MCJAKA1388,10,2023-09-02,Aktywny,1
MCOLPI9238,28,2024-11-16,Aktywny,1
MCGUCI8016,20,2023-11-27,Aktywny,1
MCGRSI9448,18,2024-09-15,Aktywny,1
MCNEKL6541,20,2023-12-06,Aktywny,1
MCGAWY9572,8,2023-12-07,Aktywny,1
MCALLA1105,10,2023-08-24,Aktywny,1
MCJAWI6047,21,2022-03-25,Aktywny,1
MCALLA1105,16,2023-09-25,Aktywny,1
MCKOCI4625,8,2023-12-18,Aktywny,1
MCBLRZ8949,12,2024-02-29,Aktywny,1
MCROJE5622,4,2025-10-09,Aktywny,1
MCEWNO6755,4,2025-10-11,Aktywny,1
MCRASZ2555,6,2024-08-14,Aktywny,1
MCKOCI4625,11,2022-08-27,Aktywny,1
MCKOMU7109,6,2024-08-26,Aktywny,1
MCDAST9829,19,2024-11-03,Aktywny,0
MCGUCI8016,2,2022-12-19,Aktywny,1
MCROJE5622,13,2022-05-10,Aktywny,1
MCGRSI9448,16,2023-09-25,Aktywny,1
MCOLPI9238,3,2023-09-17,Aktywny,1
MCALLA1105,18,2024-09-13,Aktywny,1
MCTYFE6613,24,2023-07-13,Aktywny,1
MCIGSE1803,15,2022-03-25,Aktywny,1
MCWIMA4429,23,2023-05-24,Aktywny,1
MCROJE5622,16,2023-09-08,Aktywny,1
MCANNI3375,24,2023-07-08,Aktywny,1
MCKOMU7109,15,2022-04-04,Aktywny,1
MCNEKL6541,15,2022-03-28,Aktywny,1
MCJAZY3673,11,2022-09-06,Aktywny,0
MCKOCI4625,17,2025-01-13,Aktywny,0
MCJABU7888,1,2022-09-16,Aktywny,1
MCKRZI7540,10,2023-08-09,Aktywny,1
MCTYFE6613,22,2023-09-12,Aktywny,1
MCROPE9078,17,2025-01-22,Aktywny,1
MCNEKL6541,23,2023-05-19,Aktywny,1
MCROPE9078,29,2022-01-01,Aktywny,1
MCJABU7888,24,2023-07-22,Aktywny,1
MCBLRZ8949,28,2024-10-28,Aktywny,1
MCGUCI8016,27,2025-01-26,Aktywny,1
MCTYFE6613,13,2022-04-26,Aktywny,1
MCJAKA1388,9,2025-05-02,Aktywny,1
MCROPE9078,20,2023-12-16,Aktywny,1
MCJAWI6047,29,2022-01-01,Aktywny,1
MCROJE5622,29,2022-01-07,Aktywny,1
MCBLRZ8949,4,2025-10-02,Aktywny,1
MCKOMU7109,21,2022-04-01,Aktywny,1
MCFACI1666,17,2025-01-05,Aktywny,1
MCADNI1442,29,2022-01-01,Aktywny,1
MCEWNO6755,24,2023-07-08,Aktywny,1
MCEWNO6755,5,2025-05-09,Aktywny,1
MCJAKA1388,28,2024-11-01,Aktywny,1
MCJAZY3673,14,2022-01-02,Aktywny,1
MCNEKL6541,29,2022-01-01,Aktywny,1
MCADNI1442,19,2024-11-06,Aktywny,1
MCGAWY9572,17,2025-01-19,Aktywny,1
MCPIJE3941,21,2022-03-20,Aktywny,1
MCGRSI9448,28,2024-11-10,Aktywny,1
MCIGSE1803,28,2024-11-17,Aktywny,1
MCKRZI7540,23,2023-05-27,Aktywny,1
MCWIMA4429,11,2022-08-26,Aktywny,1
MCKOCI4625,23,2023-05-16,Aktywny,1
MCKRZI7540,4,2025-10-21,Aktywny,1
MCRASL1048,18,2024-09-26,Aktywny,1
MCPIJE3941,8,2023-12-03,Aktywny,0
MCRASL1048,16,2023-09-01,Aktywny,1
MCFACI1666,8,2023-12-11,Aktywny,1
MCDAST9829,7,2025-03-30,Aktywny,1
MCROJE5622,28,2024-10-28,Aktywny,1
MCJUDE5742,22,2023-09-23,Aktywny,1
MCIGSE1803,4,2025-10-19,Aktywny,1
MCANNI3375,8,2023-12-04,Aktywny,1
MCBRKA5404,14,2022-01-01,Aktywny,1
MCROJE5622,1,2022-09-22,Aktywny,1
MCJABU7888,12,2024-02-10,Aktywny,1
MCJUDE5742,1,2022-10-04,Aktywny,1
MCJUDE5742,3,2023-09-15,Aktywny,1
MCJABU7888,10,2023-08-11,Aktywny,1
MCBLRZ8949,1,2022-09-21,Aktywny,1
MCALLA1105,27,2025-01-30,Aktywny,1
MCTYFE6613,2,2022-12-01,Aktywny,1
MCANLA5669,20,2023-12-07,Anulowany,0
MCJAKA1388,2,2022-12-05,Aktywny,1
MCALLA1105,24,2023-06-28,Aktywny,1
MCROJE5622,20,2023-12-09,Aktywny,1
MCBLRZ8949,11,2022-08-23,Aktywny,1
MCADNI1442,17,2025-01-15,Aktywny,1
MCOLPI9238,23,2023-05-23,Aktywny,1
MCEWNO6755,23,2023-05-26,Aktywny,1
MCEWNO6755,8,2023-12-05,Aktywny,1
MCKOMU7109,5,2025-05-04,Aktywny,1
MCBRKA5404,6,2024-08-26,Aktywny,0
MCBRKA5404,19,2024-11-04,Aktywny,1
MCRASL1048,2,2022-12-15,Aktywny,1
MCJUDE5742,28,2024-10-30,Aktywny,1
MCANNI3375,7,2025-04-11,Aktywny,1
MCBRKA5404,16,2023-09-02,Aktywny,0
MCFACI1666,13,2022-05-18,Aktywny,1
MCANLA5669,26,2024-12-14,Aktywny,1
MCANLA5669,14,2022-01-01,Aktywny,0
MCJAKA1388,7,2025-04-04,Aktywny,1
MCGAWY9572,7,2025-04-13,Aktywny,1
MCNEKL6541,6,2024-08-14,Aktywny,1
MCRASL1048,13,2022-05-16,Aktywny,1
MCALLA1105,28,2024-10-24,Aktywny,1
MCWIMA4429,10,2023-08-24,Aktywny,1
MCBLRZ8949,10,2023-08-30,Aktywny,1
MCNEKL6541,2,2022-12-20,Aktywny,1
MCRASZ2555,19,2024-10-26,Aktywny,1
MCROPE9078,24,2023-07-03,Aktywny,1
MCJUDE5742,8,2023-12-20,Anulowany,0
MCNEKL6541,7,2025-04-12,Aktywny,1
MCRASL1048,17,2024-12-29,Aktywny,1
MCNEKL6541,10,2023-08-09,Aktywny,1
MCALLA1105,1,2022-10-05,Aktywny,1
MCALLA1105,29,2022-01-01,Aktywny,1
MCROJE5622,3,2023-09-13,Aktywny,1
MCGRSI9448,30,2025-10-15,Aktywny,1
MCWIMA4429,4,2025-10-13,Aktywny,1
MCJAWI6047,12,2024-02-29,Aktywny,1
MCKRZI7540,19,2024-11-05,Aktywny,1
MCFACI1666,11,2022-08-23,Aktywny,1
MCRASZ2555,28,2024-11-01,Aktywny,1
MCRASL1048,26,2024-11-26,Aktywny,1
MCJAKA1388,25,2023-11-02,Aktywny,1
MCWIMA4429,3,2023-09-16,Aktywny,1
MCKRZI7540,6,2024-08-18,Aktywny,1
MCPIJE3941,27,2025-02-12,Aktywny,1
MCKOMU7109,17,2025-01-03,Aktywny,1
MCGAWY9572,21,2022-03-11,Aktywny,1
MCKRZI7540,16,2023-09-17,Aktywny,1
MCBLRZ8949,14,2022-01-07,Aktywny,1
MCJAZY3673,3,2023-10-04,Aktywny,1
MCPIJE3941,1,2022-09-23,Aktywny,1
MCFACI1666,14,2022-01-01,Aktywny,1
MCOLPI9238,14,2022-01-01,Aktywny,1
MCROJE5622,22,2023-10-08,Aktywny,1
MCPIJE3941,10,2023-09-04,Aktywny,1
MCROJE5622,27,2025-02-17,Aktywny,0
MCBLRZ8949,5,2025-04-13,Aktywny,1
MCBRKA5404,1,2022-09-24,Aktywny,1
MCTYFE6613,8,2023-12-19,Aktywny,1
MCGUCI8016,12,2024-02-11,Aktywny,1
MCGAWY9572,30,2025-10-20,Aktywny,1
MCROJE5622,5,2025-04-15,Aktywny,1
MCNEKL6541,11,2022-09-16,Aktywny,1
MCANNI3375,14,2022-01-01,Aktywny,1
MCROPE9078,5,2025-05-08,Aktywny,1
MCWIMA4429,27,2025-01-24,Aktywny,1
MCANNI3375,30,2025-10-19,Aktywny,1
MCANNI3375,1,2022-10-08,Aktywny,1
MCALLA1105,8,2023-12-09,Aktywny,1
MCGUCI8016,13,2022-05-02,Aktywny,1
MCJABU7888,19,2024-10-13,Aktywny,1
MCANNI3375,10,2023-08-10,Aktywny,1
MCADNI1442,24,2023-07-19,Aktywny,1
MCGRSI9448,9,2025-04-26,Aktywny,1
MCALLA1105,17,2025-01-11,Aktywny,1
MCRASL1048,22,2023-10-06,Aktywny,1
MCGRSI9448,7,2025-04-05,Aktywny,1
MCBRKA5404,24,2023-06-26,Aktywny,1
MCGRSI9448,11,2022-09-16,Aktywny,1
MCKRZI7540,25,2023-11-03,Aktywny,1
MCADNI1442,11,2022-09-05,Aktywny,1
MCRASL1048,4,2025-10-17,Aktywny,1
MCKOMU7109,28,2024-11-12,Aktywny,1
MCBRKA5404,3,2023-10-02,Aktywny,1
MCROPE9078,6,2024-08-05,Anulowany,0
MCKOMU7109,25,2023-10-26,Aktywny,1
MCKOCI4625,7,2025-04-07,Aktywny,1
MCJAWI6047,14,2022-01-01,Aktywny,1
MCFACI1666,10,2023-08-30,Aktywny,1
MCROJE5622,6,2024-08-07,Aktywny,1
MCGUCI8016,15,2022-04-05,Aktywny,1
MCOLPI9238,25,2023-11-17,Aktywny,1
MCDAST9829,23,2023-05-23,Aktywny,1
MCFACI1666,1,2022-09-11,Aktywny,1
MCJAWI6047,4,2025-09-29,Aktywny,1
MCEWNO6755,11,2022-08-26,Aktywny,1
MCJABU7888,27,2025-02-10,Aktywny,1
MCJAKA1388,15,2022-03-23,Aktywny,1
MCJAZY3673,2,2022-11-30,Aktywny,1
MCGUCI8016,29,2022-01-01,Aktywny,1
MCKOCI4625,2,2022-12-01,Aktywny,0
MCOLPI9238,21,2022-03-24,Aktywny,1
MCRASZ2555,20,2023-12-01,Aktywny,1
MCDAST9829,25,2023-11-12,Aktywny,1
MCJAZY3673,18,2024-09-21,Aktywny,1
MCJABU7888,9,2025-05-19,Anulowany,0
MCANLA5669,23,2023-05-10,Aktywny,1
MCGRSI9448,21,2022-03-31,Aktywny,1
MCJABU7888,25,2023-11-06,Aktywny,1
MCGRSI9448,6,2024-08-15,Aktywny,1
MCALLA1105,11,2022-09-08,Aktywny,1
MCIGSE1803,10,2023-08-26,Aktywny,1
MCALLA1105,3,2023-09-15,Aktywny,1
MCKOCI4625,12,2024-02-16,Aktywny,1
